Registration_ID,Registration_Date,Year,Month,Quarter,State,District,RTO,Latitude,Longitude,Manufacturer,Model,Vehicle_Category,Vehicle_Class,Fuel_Type,Battery_kWh,Range_km,Charging_Type,Price_INR,Subsidy_INR,Registration_Count,Market_Share,YoY_Growth,MoM_Growth,Charging_Stations,Fuel_Price,State_GDP_BnINR,Population_Million,Urbanization_Rate,Temperature_C,Festival,Sales_Target
101051,2022-08-11,2022,8,3,Uttar Pradesh,Lucknow,LUC18,10.8743,71.6029,Hyundai,Creta EV,4W,Passenger,Pure EV,71.1,404.2,CCS2,1697008,138187.0,320,15.05,10.52,16.18,2257,108.49,27731.3,246.98,47.76,34.1,Diwali,54
101052,2025-02-16,2025,2,1,Tamil Nadu,Chennai,CHE46,20.113,73.1622,Ather,Rizta,2W,Scooter,Pure EV,4.7,93.3,Bharat DC,126714,13040.0,87,14.95,53.77,1.53,443,98.05,10886.6,103.51,58.06,28.8,Diwali,95
101053,2026-04-17,2026,4,2,West Bengal,Kolkata,KOL64,17.3976,91.065,Tata Motors,Curvv EV,4W,Passenger,Pure EV,51.5,625.4,DC Fast,3141948,98603.0,107,16.11,-9.16,-6.0,490,97.34,28145.9,173.23,52.88,15.6,Navratri,89
101054,2025-10-28,2025,10,4,Rajasthan,Jaipur,JAI46,28.2428,78.7756,Ather,Rizta,2W,Scooter,Pure EV,3.9,185.6,CCS2,94087,8367.0,428,1.5,20.95,-3.75,2082,93.4,24411.1,226.1,83.99,19.0,Diwali,128
101055,2025-05-24,2025,5,2,Tamil Nadu,Chennai,CHE24,16.7121,93.537,MG,Comet EV,4W,Passenger,Pure EV,,545.3,AC,3821916,,415,6.88,44.19,10.21,1060,107.97,30407.3,224.66,90.56,15.2,Holi,411
101056,2023-07-26,2023,7,3,Karnataka,Bengaluru,BEN13,16.4767,74.3112,Mahindra,BE 6,4W,Passenger,Pure EV,32.2,461.2,AC,1953026,58135.0,107,18.11,26.07,0.28,2490,93.82,31348.0,200.54,66.63,27.6,Pongal,446
101057,2026-01-21,2026,1,1,West Bengal,Kolkata,KOL79,24.3445,73.0994,TVS,iQube,2W,Scooter,Pure EV,3.4,190.4,AC,138454,,143,22.88,-7.91,17.62,1907,99.6,27241.1,48.26,70.77,34.8,Diwali,264
101058,2025-09-03,2025,9,3,Maharashtra,Pune,PUN91,15.9308,68.3249,BYD,Atto 3,4W,Passenger,Pure EV,79.6,401.1,DC Fast,3970069,259175.0,245,17.34,-2.13,9.08,1271,91.18,6256.3,43.93,86.38,20.1,Navratri,465
101059,2022-07-22,2022,7,3,Tamil Nadu,Chennai,CHE22,16.0063,96.1887,MG,Windsor EV,4W,Passenger,Pure EV,32.3,327.0,CCS2,3856256,113430.0,279,2.59,41.41,-0.46,656,104.07,23484.9,40.6,41.8,36.3,Pongal,53
101060,2026-05-15,2026,5,2,Kerala,Kochi,KOC74,15.6952,76.9589,Ather,450X,2W,Scooter,Pure EV,2.8,183.0,CCS2,128322,3402.0,173,10.47,7.81,7.93,808,102.9,21815.4,17.64,35.02,13.2,Onam,475
101061,2023-05-27,2023,5,2,Telangana,Hyderabad,HYD50,16.6272,75.7479,Mahindra,XUV400,4W,Passenger,Pure EV,50.1,567.6,DC Fast,2049402,56583.0,421,19.52,-8.23,-2.81,164,103.22,6355.1,120.85,75.47,25.0,Eid,357
101062,2023-03-19,2023,3,1,Telangana,Hyderabad,HYD87,8.4385,86.0122,BYD,Atto 3,4W,Passenger,Pure EV,51.9,223.8,DC Fast,1575169,162993.0,321,20.59,40.86,-3.01,1271,91.04,22983.6,214.88,42.94,23.4,Holi,312
101063,2023-05-14,2023,5,2,Tamil Nadu,Chennai,CHE68,18.2937,94.1734,BYD,Seal,4W,Passenger,Pure EV,60.8,433.2,CCS2,1505253,65950.0,107,11.87,-3.34,16.88,172,100.19,27228.8,91.45,42.46,20.5,Holi,246
101064,2026-03-18,2026,3,1,Telangana,Hyderabad,HYD82,32.3923,83.1688,Ather,450X,2W,Scooter,Pure EV,3.6,108.6,CCS2,163907,3634.0,442,8.75,53.32,14.17,1134,109.1,32264.4,211.12,87.52,19.5,Eid,463
101065,2026-07-10,2026,7,3,Telangana,Hyderabad,HYD01,9.0162,85.1656,BYD,Seal,4W,Passenger,Pure EV,56.1,574.6,CCS2,2346134,123908.0,133,11.5,42.17,5.6,1142,91.27,17950.5,114.65,92.9,41.6,Eid,391
101066,2025-09-14,2025,9,3,Kerala,Kochi,KOC56,23.7745,70.4651,Bajaj,Chetak,2W,Scooter,Pure EV,3.6,137.2,CCS2,99584,8965.0,438,16.1,46.69,14.53,1823,109.8,3103.5,240.9,36.76,27.7,Christmas,102
101067,2024-07-16,2024,7,3,Telangana,Hyderabad,HYD63,25.879,75.562,TVS,iQube,2W,Scooter,Pure EV,4.3,80.0,DC Fast,120484,8950.0,259,10.62,-8.7,-5.51,857,94.82,7499.8,241.44,67.63,31.2,Eid,344
101068,2026-06-01,2026,6,2,Gujarat,Ahmedabad,AHM18,30.2702,89.7323,Ather,450X,2W,Scooter,Pure EV,4.1,189.4,CCS2,126768,11503.0,405,23.71,21.49,0.08,748,107.09,15381.8,118.7,74.83,29.6,Pongal,460
101069,2025-02-10,2025,2,1,Karnataka,Bengaluru,BEN97,18.1626,92.0967,MG,ZS EV,4W,Passenger,Pure EV,20.6,585.2,AC,3707428,273948.0,447,17.67,21.88,11.36,1704,106.25,8953.1,162.24,64.69,34.8,Eid,490
101070,2026-01-22,2026,1,1,Kerala,Kochi,KOC74,18.1891,77.6704,BYD,Seal,4W,Passenger,Pure EV,50.3,283.7,DC Fast,3220316,91644.0,395,2.08,39.67,3.42,26,106.22,22601.7,126.67,48.77,39.2,Christmas,285
101071,2024-09-13,2024,9,3,Uttar Pradesh,Lucknow,LUC81,24.0686,79.686,Tata Motors,Punch EV,4W,Passenger,Pure EV,42.2,375.0,Bharat DC,880619,34723.0,217,5.47,9.76,-0.69,1021,93.58,18941.4,169.05,31.74,18.7,Christmas,397
101072,2025-02-16,2025,2,1,Karnataka,Bengaluru,BEN18,18.4794,95.3528,Bajaj,Chetak,2W,Scooter,Pure EV,4.6,204.0,,117131,12491.0,237,11.59,17.82,9.56,2224,95.52,1727.6,154.14,90.94,39.4,Christmas,466
101073,2025-05-26,2025,5,2,Uttar Pradesh,Lucknow,LUC58,28.2474,90.8291,Ather,Rizta,2W,Scooter,Pure EV,4.2,171.0,AC,174685,18155.0,365,8.42,28.18,14.06,1003,99.43,16460.9,140.06,41.95,20.0,Holi,61
101074,2025-07-15,2025,7,3,Telangana,Hyderabad,HYD08,24.7937,69.6875,Mahindra,BE 6,4W,Passenger,Pure EV,55.8,344.8,AC,1743167,48117.0,387,11.83,3.5,12.2,210,101.7,9938.4,9.82,51.91,24.0,Holi,173
101075,2024-12-09,2024,12,4,Telangana,Hyderabad,HYD05,25.045,94.5472,BYD,Seal,4W,Passenger,Pure EV,59.6,378.7,AC,1561006,180114.0,103,21.64,-1.54,2.7,170,94.25,1302.9,249.89,77.48,14.1,Navratri,467
101076,2024-10-25,2024,10,4,Telangana,Hyderabad,HYD71,10.7487,93.7152,TVS,iQube,2W,Scooter,Pure EV,2.7,176.5,DC Fast,143807,11040.0,377,10.04,10.43,-5.91,1854,106.9,9900.9,107.46,44.33,21.2,Christmas,267
101077,2022-09-21,2022,9,3,Kerala,Kochi,KOC71,31.9068,88.5369,Hyundai,Creta EV,4W,Passenger,Pure EV,60.5,311.9,AC,2315454,181427.0,205,16.81,45.8,13.68,1547,105.09,13099.4,86.76,66.83,23.2,Diwali,191
101078,2023-12-08,2023,12,4,Tamil Nadu,Chennai,CHE80,22.4458,73.0673,Tata Motors,Punch EV,4W,Passenger,Pure EV,54.3,267.4,DC Fast,2179846,,9,7.96,44.48,9.69,294,94.08,12603.0,55.25,26.88,23.7,,207
101079,2025-05-15,2025,5,2,Tamil Nadu,Chennai,CHE25,16.8375,75.6112,BYD,Atto 3,4W,Passenger,Pure EV,33.5,524.6,AC,2451200,90121.0,234,7.55,9.66,-4.67,88,110.32,26196.8,168.54,91.47,18.8,Christmas,380
101080,2023-06-03,2023,6,2,Rajasthan,Jaipur,JAI65,26.2065,68.2512,TVS,iQube,2W,Scooter,Pure EV,3.3,201.4,CCS2,134721,6769.0,105,2.35,3.23,1.53,2125,96.97,9583.5,236.25,52.64,21.5,Diwali,228
101081,2023-10-17,2023,10,4,Rajasthan,Jaipur,JAI39,27.0588,87.6451,Ather,450X,2W,Scooter,Pure EV,4.2,148.5,AC,144209,7841.0,319,20.19,-6.24,7.01,719,111.31,19523.8,94.71,48.16,27.6,Diwali,242
101082,2025-06-25,2025,6,2,West Bengal,Kolkata,KOL92,28.6666,89.2378,MG,Comet EV,4W,Passenger,Pure EV,52.0,623.0,DC Fast,1039853,43709.0,273,19.08,27.18,6.24,2202,89.56,9259.6,97.22,40.21,33.1,Holi,209
101083,2023-02-23,2023,2,1,West Bengal,Kolkata,KOL41,12.1779,94.2335,Ather,Rizta,2W,Scooter,Pure EV,4.4,113.9,CCS2,158682,3999.0,301,18.41,-3.4,-6.35,391,111.76,10561.6,101.29,35.34,14.5,Pongal,235
101084,2023-01-03,2023,1,1,Telangana,Hyderabad,HYD79,34.995,89.4717,BYD,Atto 3,4W,Passenger,Pure EV,29.3,560.0,CCS2,1738914,112991.0,273,2.29,36.29,15.24,2268,95.27,26951.5,80.96,51.73,37.2,Eid,171
101085,2024-06-10,2024,6,2,Maharashtra,Pune,PUN88,10.2149,85.9256,Hyundai,Ioniq 5,4W,Passenger,Pure EV,55.8,226.2,,2123134,172796.0,307,6.75,-0.07,2.84,113,98.06,3931.1,174.15,49.83,31.2,Diwali,58
101086,2022-12-24,2022,12,4,Rajasthan,Jaipur,JAI88,10.2604,91.506,MG,Comet EV,4W,Passenger,Pure EV,60.2,243.0,CCS2,3290187,198891.0,73,10.49,22.72,-4.73,1667,92.09,27441.1,209.16,64.34,23.4,Holi,65
101087,2026-04-21,2026,4,2,Gujarat,Ahmedabad,AHM46,21.2915,90.0418,Bajaj,Chetak,2W,Scooter,Pure EV,4.4,81.6,Bharat DC,141183,4788.0,410,15.89,49.96,16.63,221,104.88,5779.2,9.08,94.89,31.8,Onam,336
101088,2024-10-16,2024,10,4,Delhi,New Delhi,NEW43,26.2761,82.8399,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.9,211.5,AC,103027,5663.0,152,8.43,48.56,13.1,623,109.92,33186.1,100.76,82.87,13.3,,138
101089,2023-05-01,2023,5,2,Kerala,Kochi,KOC33,31.5069,86.4024,Ather,Rizta,2W,Scooter,Pure EV,4.7,116.9,CCS2,175916,10540.0,311,24.15,-7.29,7.07,1804,97.41,24167.0,52.25,27.31,23.7,Pongal,270
101090,2023-04-17,2023,4,2,Rajasthan,Jaipur,JAI85,33.8925,80.084,Bajaj,Chetak,2W,Scooter,Pure EV,4.3,133.3,DC Fast,128301,15172.0,315,15.62,5.45,-2.64,585,108.24,1099.1,23.41,27.62,33.8,Navratri,334
101091,2025-01-09,2025,1,1,Uttar Pradesh,Lucknow,LUC94,14.9215,96.8486,Ola Electric,S1 X,2W,Scooter,Pure EV,4.8,91.1,CCS2,141968,3058.0,261,0.52,11.4,11.76,1027,101.44,33290.6,143.03,44.03,29.7,Diwali,182
101092,2025-10-24,2025,10,4,Karnataka,Bengaluru,BEN08,30.142,77.6101,Ather,450X,2W,Scooter,Pure EV,3.3,97.9,DC Fast,111543,6229.0,48,23.94,16.57,-2.41,536,103.78,13966.4,3.44,63.41,37.9,Eid,467
101093,2026-12-25,2026,12,4,Kerala,Kochi,KOC21,22.1895,72.7777,Ather,Rizta,2W,Scooter,Pure EV,4.2,100.9,AC,170183,9659.0,340,23.49,24.76,-3.18,473,100.65,5652.9,94.32,23.26,38.9,Pongal,268
101094,2026-12-10,2026,12,4,Kerala,Kochi,KOC94,15.5796,77.4382,Bajaj,Chetak,2W,Scooter,Pure EV,4.1,150.3,Bharat DC,144973,8687.0,166,20.06,4.22,17.31,1391,91.52,8317.5,159.59,26.33,26.3,Pongal,400
101095,2024-10-21,2024,10,4,Delhi,New Delhi,NEW50,26.4654,96.5,Hyundai,Creta EV,4W,Passenger,Pure EV,34.8,513.0,DC Fast,4078788,117055.0,352,1.7,31.35,17.24,1775,98.65,26693.3,210.0,70.85,35.7,Christmas,267
101096,2024-06-08,2024,6,2,Gujarat,Ahmedabad,AHM77,19.5227,95.1256,TVS,iQube,2W,Scooter,Pure EV,4.5,90.1,AC,122237,10284.0,160,22.18,29.74,3.46,224,101.58,7467.1,184.49,83.82,13.8,Diwali,252
101097,2023-01-03,2023,1,1,Telangana,Hyderabad,HYD77,12.5196,79.0655,Bajaj,Chetak,2W,Scooter,Pure EV,2.9,119.3,AC,101363,4873.0,278,19.82,3.97,12.08,2345,103.08,26890.3,109.82,74.14,40.6,,190
101098,2022-04-07,2022,4,2,Gujarat,Ahmedabad,AHM96,21.1212,94.9278,Hyundai,Ioniq 5,4W,Passenger,Pure EV,21.7,581.5,CCS2,3746635,239273.0,124,9.43,47.27,2.38,1089,94.54,30862.1,87.25,65.69,38.8,,364
101099,2025-08-28,2025,8,3,Gujarat,Ahmedabad,AHM14,24.1811,72.4416,TVS,iQube,2W,Scooter,Pure EV,3.7,86.7,CCS2,119948,4872.0,357,21.33,9.43,6.91,1694,98.67,22040.8,171.18,82.64,22.9,,137
101100,2022-06-11,2022,6,2,Tamil Nadu,Chennai,CHE54,15.0152,95.3294,Hyundai,Ioniq 5,4W,Passenger,Pure EV,73.0,496.6,CCS2,2288961,246007.0,282,3.56,49.42,2.04,1648,99.46,18066.3,73.21,50.84,25.4,,475
101101,2025-06-03,2025,6,2,West Bengal,Kolkata,KOL22,17.1544,87.4933,Mahindra,XUV400,4W,Passenger,Pure EV,46.6,356.1,Bharat DC,939826,72610.0,353,7.01,-3.76,-0.02,1148,102.88,6471.2,190.19,79.28,27.5,Pongal,389
101102,2026-08-09,2026,8,3,Uttar Pradesh,Lucknow,LUC84,29.4324,74.0972,Bajaj,Chetak,2W,Scooter,Pure EV,3.4,189.2,CCS2,142411,3371.0,10,9.1,9.69,7.93,931,111.62,15287.3,118.48,58.43,,Eid,459
101103,2026-03-05,2026,3,1,Karnataka,Bengaluru,BEN16,34.841,87.2557,OLA,S1 Pro,2W,Scooter,Pure EV,3.7,212.5,AC,152454,7599.0,58,8.71,13.4,4.06,524,110.79,22627.7,116.39,86.99,35.0,Onam,173
101104,2022-11-09,2022,11,4,Rajasthan,Jaipur,JAI94,25.1148,76.9616,Bajaj,Chetak,2W,Scooter,Pure EV,2.9,212.0,Bharat DC,132147,9257.0,206,6.44,4.51,-0.97,2207,95.89,22809.9,117.7,68.33,21.4,Navratri,490
101105,2023-09-12,2023,9,3,Telangana,Hyderabad,HYD47,33.0551,70.8339,Ather,450X,2W,Scooter,Pure EV,4.6,174.4,Bharat DC,142387,16630.0,177,12.2,28.86,13.65,1668,89.06,27623.3,227.62,80.33,19.9,Diwali,447
101106,2023-07-06,2023,7,3,Tamil Nadu,Chennai,CHE13,14.8711,96.3931,BYD,Seal,4W,Passenger,Pure EV,45.9,321.3,Bharat DC,2327549,105117.0,414,14.86,53.43,8.47,1025,111.38,4619.6,88.3,44.91,22.2,,315
101107,2023-08-10,2023,8,3,Telangana,Hyderabad,HYD85,30.8524,89.9814,TVS,iQube,2W,Scooter,Pure EV,2.8,83.6,Bharat DC,144763,8516.0,10,2.04,12.62,9.62,164,110.56,16262.4,197.96,41.04,13.0,Eid,408
101108,2026-03-17,2026,3,1,Telangana,Hyderabad,HYD75,19.454,79.6523,Ather,450X,2W,Scooter,Pure EV,3.5,178.5,DC Fast,99886,9970.0,297,20.28,5.36,6.29,1465,111.96,27733.4,122.47,38.73,38.4,Pongal,410
101109,2026-10-14,2026,10,4,Karnataka,Bengaluru,BEN14,28.3386,85.7507,Bajaj,Chetak,2W,Scooter,Pure EV,3.6,98.6,AC,138450,6508.0,44,24.18,4.98,0.98,1134,92.55,21245.0,227.83,44.17,26.8,Onam,364
101110,2023-07-13,2023,7,3,Tamil Nadu,Chennai,CHE26,26.997,92.7705,Ather,Rizta,2W,Scooter,Pure EV,4.3,181.8,AC,127264,12327.0,33,23.77,7.42,17.04,231,109.94,23672.0,58.24,48.41,30.9,Pongal,337
101111,2023-07-27,2023,7,3,Karnataka,Bengaluru,BEN34,27.1036,91.1977,Hyundai,Ioniq 5,4W,Passenger,Pure EV,80.3,341.1,DC Fast,4020042,349498.0,122,22.43,20.61,7.37,2094,108.74,18451.2,108.15,65.5,14.7,Holi,394
101112,2023-04-26,2023,4,2,Delhi,New Delhi,NEW70,23.3254,96.375,Mahindra,BE 6,4W,Passenger,Pure EV,57.7,258.2,CCS2,3733580,375264.0,43,23.09,28.06,12.53,1273,97.46,26610.3,80.64,95.17,30.9,Onam,243
101113,2024-12-07,2024,12,4,Delhi,New Delhi,NEW90,17.2504,74.201,Ather,Rizta,2W,Scooter,Pure EV,3.2,209.4,Bharat DC,9999,2971.0,396,17.22,33.27,11.88,788,100.27,934.7,85.52,24.52,28.6,Diwali,403
101114,2026-04-15,2026,4,2,Kerala,Kochi,KOC10,15.048,83.1446,Hyundai,Creta EV,4W,Passenger,Pure EV,67.7,432.4,DC Fast,3842331,408038.0,42,6.58,33.6,-3.69,1015,95.77,34124.8,225.0,28.68,25.3,Navratri,249
101115,2022-04-01,2022,4,2,Rajasthan,Jaipur,JAI14,34.2258,74.8799,Bajaj,Chetak,2W,Scooter,Pure EV,4.8,145.6,Bharat DC,133461,12443.0,6,24.79,32.99,4.56,1565,91.47,21248.4,2.14,52.84,26.5,Diwali,375
101116,2025-03-04,2025,3,1,Uttar Pradesh,Lucknow,LUC29,9.2073,93.6954,MG,Comet EV,4W,Passenger,Pure EV,35.3,426.1,,2506509,190724.0,337,7.57,22.57,13.16,1605,108.28,23005.6,199.27,40.02,24.9,Onam,105
101117,2026-10-03,2026,10,4,Kerala,Kochi,KOC05,34.0619,88.8602,Tata,Tiago EV,4W,Passenger,Pure EV,63.7,501.8,Bharat DC,1507418,132914.0,199,19.64,6.26,12.74,83,93.51,4834.9,203.87,97.85,33.2,Christmas,399
101118,2022-02-18,2022,2,1,Maharashtra,Pune,PUN32,9.8086,75.2201,Ather,450X,2W,Scooter,Pure EV,3.0,219.1,Bharat DC,102798,6078.0,6,11.61,1.38,16.98,587,106.74,12130.2,44.21,82.08,16.2,Diwali,266
101119,2026-12-25,2026,12,4,Karnataka,Bengaluru,BEN30,28.4121,91.9991,Hyundai,Creta EV,4W,Passenger,Pure EV,40.8,309.9,DC Fast,736626,78439.0,309,5.87,40.23,1.57,358,88.1,12864.4,60.97,82.67,37.5,Christmas,209
101120,2024-05-13,2024,5,2,West Bengal,Kolkata,KOL25,10.3431,77.5822,BYD,Seal,4W,Passenger,Pure EV,24.9,591.8,Bharat DC,3270416,164913.0,414,19.15,-0.21,6.12,2339,101.88,32631.1,85.71,79.15,30.1,Diwali,302
101121,2025-02-28,2025,2,1,Uttar Pradesh,Lucknow,LUC90,18.3136,77.5688,Tata Motors,Punch EV,4W,Passenger,Pure EV,19.1,373.1,Bharat DC,2281654,58635.0,294,7.66,-1.58,15.66,1057,100.98,8345.5,159.2,63.31,21.6,Navratri,279
101122,2025-09-09,2025,9,3,Maharashtra,Pune,PUN42,33.427,87.0256,Hyundai,Creta EV,4W,Passenger,Pure EV,66.7,369.7,Bharat DC,2326759,201784.0,440,1.61,15.21,-2.16,975,108.23,22475.1,118.9,38.43,18.8,Holi,185
101123,2026-07-24,2026,7,3,Uttar Pradesh,Lucknow,LUC06,23.8395,88.3264,Ather,Rizta,2W,Scooter,Pure EV,4.7,117.0,Bharat DC,168145,5319.0,1,7.62,8.26,5.87,909,108.25,19086.6,247.72,50.19,37.7,Onam,133
101124,2025-01-15,2025,1,1,West Bengal,Kolkata,KOL58,17.7755,87.5347,Ather,Rizta,2W,Scooter,Pure EV,4.5,137.9,CCS2,100563,3092.0,248,23.84,27.45,2.2,1733,96.19,5500.1,141.97,55.56,17.0,Navratri,201
101125,2026-06-09,2026,6,2,Karnataka,Bengaluru,BEN93,23.9336,85.3263,BYD,Atto 3,4W,Passenger,Pure EV,56.6,301.2,Bharat DC,3098484,,179,18.57,-9.26,3.28,297,93.24,4887.9,103.33,62.73,13.0,Christmas,275
101126,2025-08-20,2025,8,3,Telangana,Hyderabad,HYD96,29.8132,94.7611,Bajaj,Chetak,2W,Scooter,Pure EV,4.4,108.7,AC,140850,14443.0,74,9.47,22.31,7.32,369,89.32,15491.8,60.73,47.89,15.9,Eid,138
101127,2023-11-26,2023,11,4,Karnataka,Bengaluru,BEN30,14.8102,78.9935,TVS,iQube,2W,Scooter,Pure EV,3.2,103.0,Bharat DC,107333,12254.0,124,1.39,-0.7,8.04,132,108.03,33332.1,95.39,96.82,19.8,Navratri,398
101128,2022-07-20,2022,7,3,Telangana,Hyderabad,HYD62,27.3159,69.4082,MG,Comet EV,4W,Passenger,Pure EV,39.2,432.7,Bharat DC,2071257,202678.0,307,7.71,-1.12,0.93,1105,94.09,31036.6,139.59,42.41,26.4,Pongal,175
101129,2022-02-19,2022,2,1,Rajasthan,Jaipur,JAI98,34.8207,96.1481,Tata Motors,Tiago EV,4W,Passenger,Pure EV,27.8,344.5,CCS2,1788564,61379.0,411,0.26,6.09,3.55,1384,107.22,16944.6,215.12,94.19,28.5,Christmas,328
101130,2025-01-22,2025,1,1,Delhi,New Delhi,NEW80,34.1586,94.2034,Tata Motors,Punch EV,4W,Passenger,Pure EV,63.9,626.9,Bharat DC,1290743,57968.0,39,22.93,-7.78,15.38,1718,110.14,33314.3,194.26,71.62,28.2,Christmas,339
101131,2026-08-06,2026,8,3,Rajasthan,Jaipur,JAI15,20.795,87.3295,Bajaj,Chetak,2W,Scooter,Pure EV,4.6,178.0,Bharat DC,112644,4027.0,159,14.23,41.82,-3.48,1288,95.21,15120.7,59.76,79.3,28.3,,291
101132,2022-01-11,2022,1,1,Maharashtra,Pune,PUN97,8.0979,88.9716,Tata Motors,Punch EV,4W,Passenger,Pure EV,51.3,326.7,Bharat DC,3096712,108404.0,11,3.76,0.35,10.29,1498,95.14,33164.9,18.11,41.48,26.9,Holi,387
101133,2022-01-28,2022,1,1,Gujarat,Ahmedabad,AHM58,14.8273,72.9535,TVS,iQube,2W,Scooter,Pure EV,2.8,145.3,AC,148521,3236.0,51,8.95,16.37,9.69,961,108.83,14119.0,121.1,90.87,22.2,Navratri,153
101134,2022-10-12,2022,10,4,Rajasthan,Jaipur,JAI34,17.0605,96.3569,Bajaj,Chetak,2W,Scooter,Pure EV,4.8,176.4,DC Fast,109455,8044.0,330,0.36,-6.82,-5.71,958,91.23,17144.3,68.07,71.77,22.3,Diwali,367
101135,2025-01-04,2025,1,1,Telangana,Hyderabad,HYD74,11.5288,71.4556,Tata Motors,Nexon EV,4W,Passenger,Pure EV,53.8,413.3,DC Fast,4134258,485954.0,343,3.39,30.13,1.11,2271,105.37,12543.3,60.71,74.99,41.1,Christmas,480
101136,2022-05-19,2022,5,2,Tamil Nadu,Chennai,CHE10,19.5926,74.1194,Bajaj,Chetak,2W,Scooter,Pure EV,3.8,163.1,Bharat DC,99283,7303.0,324,22.72,49.44,13.07,361,94.78,6021.1,6.32,81.43,22.0,Christmas,204
101137,2022-05-06,2022,5,2,Gujarat,Ahmedabad,AHM09,12.8011,86.9409,Hyundai,Creta EV,4W,Passenger,Pure EV,70.7,453.9,Bharat DC,1254580,41437.0,308,2.09,50.17,-1.82,1861,93.66,32362.9,109.41,81.57,26.4,Onam,202
101138,2023-11-10,2023,11,4,Tamil Nadu,Chennai,CHE52,28.3225,92.6909,ATHER,Rizta,2W,Scooter,Pure EV,4.1,144.7,DC Fast,134587,10815.0,444,9.47,20.98,0.78,2143,108.8,22771.4,208.98,67.84,29.1,Navratri,188
101139,2026-11-01,2026,11,4,Gujarat,Ahmedabad,AHM54,26.873,82.0049,MG,ZS EV,4W,Passenger,Pure EV,47.6,586.1,Bharat DC,4063531,335844.0,370,1.34,8.66,7.64,1720,91.06,30800.6,102.27,74.17,41.1,Holi,114
101140,2024-05-20,2024,5,2,Delhi,New Delhi,NEW08,32.634,87.6843,Tata Motors,Punch EV,4W,Passenger,Pure EV,43.8,461.8,DC Fast,885680,85067.0,368,23.94,49.99,8.37,1931,93.8,33064.5,29.74,55.89,36.6,Eid,209
101141,2022-05-16,2022,5,2,Telangana,Hyderabad,HYD68,34.5964,75.914,TVS,iQube,2W,Scooter,Pure EV,4.7,168.8,CCS2,136953,4463.0,313,19.95,4.13,0.58,690,91.79,18993.0,61.73,81.93,34.8,Pongal,365
101142,2025-11-14,2025,11,4,Uttar Pradesh,Lucknow,LUC60,27.672,74.8521,Bajaj,Chetak,2W,Scooter,Pure EV,5.0,114.9,CCS2,143562,14208.0,86,10.84,49.33,11.29,63,89.02,7336.9,151.87,21.24,13.1,,271
101143,2024-08-14,2024,8,3,Maharashtra,Pune,PUN37,12.753,75.2089,Ola Electric,S1 X,2W,Scooter,Pure EV,2.9,150.5,Bharat DC,112448,10543.0,167,8.02,32.81,-6.64,2038,102.37,25426.9,187.86,77.31,25.3,Pongal,465
101144,2024-10-08,2024,10,4,West Bengal,Kolkata,KOL24,29.362,87.9778,BYD,Seal,4W,Passenger,Pure EV,,501.4,DC Fast,2100859,46056.0,164,21.36,38.06,9.47,2122,99.25,24378.8,84.59,35.45,36.8,Diwali,163
101145,2023-01-16,2023,1,1,Tamil Nadu,Chennai,CHE38,28.4701,95.0687,Ola Electric,S1 X,2W,Scooter,Pure EV,3.1,205.7,AC,151129,3785.0,118,10.64,-3.4,-3.35,2354,100.93,6923.4,205.0,32.27,19.3,Pongal,72
101146,2024-02-13,2024,2,1,Karnataka,Bengaluru,BEN64,9.4618,85.045,MG,Comet EV,4W,Passenger,Pure EV,70.4,333.5,CCS2,3565988,245152.0,46,9.2,13.17,5.89,234,94.56,5585.2,162.44,73.59,21.0,Pongal,251
101147,2024-02-03,2024,2,1,West Bengal,Kolkata,KOL10,23.8323,92.4899,MG,ZS EV,4W,Passenger,Pure EV,69.8,582.2,CCS2,1160586,50203.0,411,20.34,51.19,12.04,107,96.38,26079.4,182.71,44.18,40.8,Diwali,365
101148,2025-02-11,2025,2,1,Uttar Pradesh,Lucknow,LUC36,19.0586,68.506,Ather,Rizta,2W,Scooter,Pure EV,3.7,97.0,Bharat DC,173864,10992.0,119,4.42,23.47,8.89,512,105.88,4954.2,213.24,72.37,38.2,Pongal,416
101149,2025-04-11,2025,4,2,Delhi,New Delhi,NEW46,26.0264,80.1808,Tata Motors,Nexon EV,4W,Passenger,Pure EV,46.8,621.6,Bharat DC,1794313,87771.0,29,7.93,26.55,2.02,1906,109.05,10920.7,171.93,74.03,24.7,,431
101150,2026-01-04,2026,1,1,Karnataka,Bengaluru,BEN65,23.0462,83.6005,Mahindra,BE 6,4W,Passenger,Pure EV,66.7,376.3,DC Fast,1036164,25910.0,111,15.04,21.56,5.35,176,94.75,34091.2,98.6,28.94,40.1,Diwali,258
101151,2026-08-23,2026,8,3,Rajasthan,Jaipur,JAI49,17.0199,79.6075,Ather,450X,2W,Scooter,Pure EV,3.8,175.9,DC Fast,173934,19671.0,24,24.83,30.8,9.18,1577,99.49,18483.0,4.49,94.04,33.4,Holi,471
101152,2022-12-21,2022,12,4,Rajasthan,Jaipur,JAI92,29.0889,95.8234,Mahindra,BE 6,4W,Passenger,Pure EV,,477.2,DC Fast,2303355,127077.0,145,0.54,23.52,10.91,223,106.45,21247.0,238.15,60.59,30.0,Pongal,102
